id,diacritics,no_diacritics
32091,"Guvernarea Merkel are drept rezultat o economie în creștere, reducerea șomajului de la 11% (în 2005) la 3,7%, bugetul Guvernului înregistrează un surplus.","Guvernarea Merkel are drept rezultat o economie in crestere, reducerea somajului de la 11% (in 2005) la 3,7%, bugetul Guvernului inregistreaza un surplus."
171490,"euro) în România, potrivit datelor de la Ministerul de Finanțe.  Anul trecut este primul în care apar informații la Ministerul de Finanțe despre Alior Bank în România, în condițiile în care informații oficiale despre venirea poloneziilor în România au apărut prima dată în 2015.  Banca a tot amânat demararea operațiunilor pe plan local care se vor derula în parteneriat cu grupul de telecomunicații Telekom.  Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.","euro) in Romania, potrivit datelor de la Ministerul de Finante.  Anul trecut este primul in care apar informatii la Ministerul de Finante despre Alior Bank in Romania, in conditiile in care informatii oficiale despre venirea poloneziilor in Romania au aparut prima data in 2015.  Banca a tot amanat demararea operatiunilor pe plan local care se vor derula in parteneriat cu grupul de telecomunicatii Telekom.  Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar."
379240,Prin clasa a treia se plîngea că-l persecută profesorii.,Prin clasa a treia se plingea ca-l persecuta profesorii.
309062,Nu cumva aș putea să-l angajez în trupa mea?,Nu cumva as putea sa-l angajez in trupa mea?
16611,Suntem martorii unei atenții deosebite pe care directorii executivi și acționarii o acordă amplasării și proiectării spațiului de birouri al companiilor.,Suntem martorii unei atentii deosebite pe care directorii executivi si actionarii o acorda amplasarii si proiectarii spatiului de birouri al companiilor.
35638,"Valoarea de piață a Carrefour este de 13 miliarde de euro, mult sub valoarea Amazon, de aproape 400 de miliarde de euro.","Valoarea de piata a Carrefour este de 13 miliarde de euro, mult sub valoarea Amazon, de aproape 400 de miliarde de euro."
66577,"Locuiam în cartierul Pantelimon, care era o pepinieră de golănei, iar ei voiau să ne țină departe de maidan.","Locuiam in cartierul Pantelimon, care era o pepiniera de golanei, iar ei voiau sa ne tina departe de maidan."
397699,E rece ca de gheață... Hai să cercăm de a-l face a reveni la viață.,E rece ca de gheata... Hai sa cercam de a-l face a reveni la viata.
204998,O parte din banii astfel economisiți ar fi folosiți la construirea marelui zid antiimigrație al lui Trump de la granița cu Mexicul.,O parte din banii astfel economisiti ar fi folositi la construirea marelui zid antiimigratie al lui Trump de la granita cu Mexicul.
65677,"Experiența de 10 ani a permis Asociației Environ să avanseze într-un ritm care să urmeze direcțiile europene, stimulând prin eforturi susținute tranziția României către o abordare sustenabilă a dezvoltării economice favorizând dezvoltarea durabilă concomitent cu generarea de locuri de muncă.","Experienta de 10 ani a permis Asociatiei Environ sa avanseze intr-un ritm care sa urmeze directiile europene, stimuland prin eforturi sustinute tranzitia Romaniei catre o abordare sustenabila a dezvoltarii economice favorizand dezvoltarea durabila concomitent cu generarea de locuri de munca."
171800,"Compania își propune să se concentreze în următoarea perioadă pe operațiunile de exploatare minieră din România, pe continua dezvoltare a minelor polimetalice și pe activitățile curente de explorare și prospectare, precum și pe menținerea și extinderea activităților sale în Zimbabwe.","Compania isi propune sa se concentreze in urmatoarea perioada pe operatiunile de exploatare miniera din Romania, pe continua dezvoltare a minelor polimetalice si pe activitatile curente de explorare si prospectare, precum si pe mentinerea si extinderea activitatilor sale in Zimbabwe."
108418,"La polul opus, Energopetrol Transelectrica: Avem bani de investit, dar este greu să pornim motoarele Ely Davidai, israelianul care a adus Pepsi în România, numit în boardul Sphera Group Indicele BET, reprezentantiv pentru bursa de la București, a întregistrat ieri o scădere de -0,04% și a marcat astfel a zece ședință consecutivă de scădere, situație nemaiîntâlnită din 2003 încoace.","La polul opus, Energopetrol Transelectrica: Avem bani de investit, dar este greu sa pornim motoarele Ely Davidai, israelianul care a adus Pepsi in Romania, numit in boardul Sphera Group Indicele BET, reprezentantiv pentru bursa de la Bucuresti, a intregistrat ieri o scadere de -0,04% si a marcat astfel a zece sedinta consecutiva de scadere, situatie nemaiintalnita din 2003 incoace."
347239,A fost mare ticălos la viața lui și multe a făcut pe nedrept.,A fost mare ticalos la viata lui si multe a facut pe nedrept.
167795,"Cheltuielile cu salariile sunt la nouă luni din an cu 20% mai mari față de program, iar investițiile din buget cu 36% mai mici În perioada ianuarie-septembrie, investițiile nete realizate în economia națională au însumat 50,09 miliarde de lei, în creștere cu 3,6% comparativ cu perioada similară din 2016, arată datele comunicate vineri de Institutul Național de Statistică (INS).  „În perioada ianuarie-septembrie comparativ cu perioada ianuarie-septembrie din 2016, investițiile nete realizate în economia națională au crescut cu 3,6%, creștere înregistrată la următoarele elemente de structură: utilaje (inclusiv mijloace de transport) cu 6,6% și la lucrările de construcții noi cu 1,4%.","Cheltuielile cu salariile sunt la noua luni din an cu 20% mai mari fata de program, iar investitiile din buget cu 36% mai mici In perioada ianuarie-septembrie, investitiile nete realizate in economia nationala au insumat 50,09 miliarde de lei, in crestere cu 3,6% comparativ cu perioada similara din 2016, arata datele comunicate vineri de Institutul National de Statistica (INS).  „In perioada ianuarie-septembrie comparativ cu perioada ianuarie-septembrie din 2016, investitiile nete realizate in economia nationala au crescut cu 3,6%, crestere inregistrata la urmatoarele elemente de structura: utilaje (inclusiv mijloace de transport) cu 6,6% si la lucrarile de constructii noi cu 1,4%."
361908,"Domnul Bazgu, om vechi în slujba portului, fost sergent în marină, era știut că are inimă bună.","Domnul Bazgu, om vechi in slujba portului, fost sergent in marina, era stiut ca are inima buna."
89774,"Coordonatorul echipei care a efectuat controlul la DNA, Elena Rădescu, s-a prezentat joi în fața procurorilor CSM.","Coordonatorul echipei care a efectuat controlul la DNA, Elena Radescu, s-a prezentat joi in fata procurorilor CSM."
39449,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 03.02.2014.,  Articol publicat in editia tiparita a Ziarului Financiar din data de 03.02.2014.
359900,În curtea cea mare sînt tot felul de sfărîmături.,In curtea cea mare sint tot felul de sfarimaturi.
218466,"Iapa sură, pe care o încăleca un jocheu a nu știu cărui domn, era mai mare decît armăsarul.","Iapa sura, pe care o incaleca un jocheu a nu stiu carui domn, era mai mare decit armasarul."
6684,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.
395592,"După a treia și a patra recidivă, onorabila dicasterie îi despărți.","Dupa a treia si a patra recidiva, onorabila dicasterie ii desparti."
223975,Murgul bate vajnic din copită.,Murgul bate vajnic din copita.
360754,"O fășie de apus se deșiră pe Dunăre și țărmuri. E o culoare de sînge, un roșu fierbinte care scaldă simbolic pămîntul și apa.","O fasie de apus se desira pe Dunare si tarmuri. E o culoare de singe, un rosu fierbinte care scalda simbolic pamintul si apa."
141449,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.,Detalii de abonare la ZF Corporate: Alexandru Matei (tel.
173409,(Femeia de 30 de ani din Blocul A).,(Femeia de 30 de ani din Blocul A).
67428,"Cu el, primarul era în litigiu.","Cu el, primarul era in litigiu."
240834,"Fă-mi cămașă de fuior, Că mi-i gîndul să mă-nsor.","Fa-mi camasa de fuior, Ca mi-i gindul sa ma-nsor."
84508,"Kim Hak-Song și Kim Sang-Dok au fost reținuți la începutul acestui an, iar Kim Dong-Chul a fost arestat în octombrie 2015 și condamnat la 10 ani de muncă silnică, în baza unor acuzații de spionaj și subminare.","Kim Hak-Song si Kim Sang-Dok au fost retinuti la inceputul acestui an, iar Kim Dong-Chul a fost arestat in octombrie 2015 si condamnat la 10 ani de munca silnica, in baza unor acuzatii de spionaj si subminare."
153852,"Numirea procurorilor șefi de către ministru, fără control din partea președintelui înseamnă că DNA se va întoarce la PNA, iar Parchetul devine subordonat intereselor politice.","Numirea procurorilor sefi de catre ministru, fara control din partea presedintelui inseamna ca DNA se va intoarce la PNA, iar Parchetul devine subordonat intereselor politice."
127034,"La sfârșitul facultății, este repartizată la Teatrul din Brașov, acolo unde ajunge să susțină 400 de spectacole pe an.","La sfarsitul facultatii, este repartizata la Teatrul din Brasov, acolo unde ajunge sa sustina 400 de spectacole pe an."
144871,"Tot în 2017 a fost reluată licitația publică pentru contractul Variantei Ocolitoare a Municipiului Bacău, care fusese reziliat în primăvara acestui an.","Tot in 2017 a fost reluata licitatia publica pentru contractul Variantei Ocolitoare a Municipiului Bacau, care fusese reziliat in primavara acestui an."
32866,"Există varii puncte de vedere în legătură cu decretul care, în sfârșit, le dă dreptul femeilor să-și ia carnet de șofer.","Exista varii puncte de vedere in legatura cu decretul care, in sfarsit, le da dreptul femeilor sa-si ia carnet de sofer."
55096,Într-o țară civilizată europeană poliția măsoară cum este parcată o mașină și dacă nu se încadrează în locul de parcare proprietarul este amendat.,Intr-o tara civilizata europeana politia masoara cum este parcata o masina si daca nu se incadreaza in locul de parcare proprietarul este amendat.
334013,"La mijloc de lunculiță, Paște murgul lui Gheorghiță.","La mijloc de lunculita, Paste murgul lui Gheorghita."
179930,În 2008 am avut o problemă cu datoria.,In 2008 am avut o problema cu datoria.
67742,"„În mod normal, nu ar trebui să consumăm apă în timp ce mâncăm și nici înainte sau după cu o jumătate de oră pentru că ne îngreunează digestia.","„In mod normal, nu ar trebui sa consumam apa in timp ce mancam si nici inainte sau dupa cu o jumatate de ora pentru ca ne ingreuneaza digestia."
165856,"euro de pe bursa poloneză ​Lovitură neașteptată pentru Raiffeisen International: încercarea de listare pe bursa din Polonia a eșuat din cauza interesului scăzut al investitorilor La aproape două luni de la listare, acțiunile Digi au minus 1,25%.","euro de pe bursa poloneza ​Lovitura neasteptata pentru Raiffeisen International: incercarea de listare pe bursa din Polonia a esuat din cauza interesului scazut al investitorilor La aproape doua luni de la listare, actiunile Digi au minus 1,25%."
269535,"Acum trupa cam șchioapă, cam nemernică, era plină de... speranță în viitoriul ei.","Acum trupa cam schioapa, cam nemernica, era plina de... speranta in viitoriul ei."
329637,S-aruncă în brațele mîne-sa și cu lacrimi de sînge începu a-i spune.,S-arunca in bratele mine-sa si cu lacrimi de singe incepu a-i spune.
150482,"Citeste si: Danya Cebus, constructorul bazei militare de la Deveselu a avut o marjă de profit de 86% Danya Cebus, constructorul israelian al bazei americane de la Deveselu a lucrat cu o marjă de profit de 28% Șeful constructorului care a ridicat birourile AFI Park și baza de la Deveselu pleacă în SUA, unde va conduce operațiunile Danya Cebus „Când am venit noi, în 2008, un muncitor era plătit cu un euro pe oră, după care nivelul a crescut la doi și la trei euro, iar acum la cinci-șase euro pe oră.","Citeste si: Danya Cebus, constructorul bazei militare de la Deveselu a avut o marja de profit de 86% Danya Cebus, constructorul israelian al bazei americane de la Deveselu a lucrat cu o marja de profit de 28% Seful constructorului care a ridicat birourile AFI Park si baza de la Deveselu pleaca in SUA, unde va conduce operatiunile Danya Cebus „Cand am venit noi, in 2008, un muncitor era platit cu un euro pe ora, dupa care nivelul a crescut la doi si la trei euro, iar acum la cinci-sase euro pe ora."
38608,"Se plângea tot timpul de colegii lui de la serviciu care nu vorbeau decât de mașina lor, pe care o dichiseau, pe care o schimbau din trei în trei ani, asta îl deprima fiindcă nu pricepea pasiunea pentru mașini.","Se plangea tot timpul de colegii lui de la serviciu care nu vorbeau decat de masina lor, pe care o dichiseau, pe care o schimbau din trei in trei ani, asta il deprima fiindca nu pricepea pasiunea pentru masini."
