	Score	Sent1	Sent2
3410	3.8	In afara de combaterea scaderii vanzarilor, Siebel s-a confruntat si cu unii investitori suparati pe reducerea optiunilor de gestionare a actiunilor pe care unii directori de companii le-au incasat.	In afara de o scadere a vanzarilor, Siebel se lupta cu unii actionari in ceea ce priveste reducerea optiunilor de gestionare a actiunilor.
3411	3.5	Stanford (51-17) si Rice (57-12) vor juca pentru campionatul national in aceasta seara.	Rice (57-12) si Stanford (51-17) se vor intalni intr-un meci decisiv luni la 18:05.
3412	3.5	Un rechizitoriu de 32 de puncte „loveste una dintre cele mai importante tinte din lumea traficului de droguri”, a declarat procurorul american Marcos Jimenez.	Noua acuzare a 32 de capete de actiune desigilata acuza spalare de bani si conspiratie si „loveste una dintre cele mai importante tinte din lumea traficului de droguri”, a spus Jiménez.
3413	2.0	Un soldat a fost ucis luni si un altul ranit cand convoiul lor a fost ambuscadat in nordul Irakului.	Duminica, un soldat american a fost ucis si un altul ranit atunci cand un deposit de munitie pe care il pazeau a explodat in sudul Irakului.
3414	2.0	O analiza a costurilor este in curs, a declarat Michael Rebell, directorul executiv al CFE.	„Nu cautam un remediu pentru Robin Hood”, a spus Michael Rebell, directorul executiv al campaniei.
3415	4.8	Mergeam pe teren crezand ca as putea face asta, doar daca jucam cel mai bun tenis.	„Credeam ca sunt increzator ca as putea face acest lucru, dar numai in cazul in care voi juca cel mai bun tenis al meu.
3416	3.8	Dotson le-a spus agentilor FBI ca l-a impuscat pe Dennehy dupa ce jucatorul a incercat sa-l impuste, conform declaratiei pe care s-a bazat mandatul de arestare.	Dotson a fost arestat pe 21 iulie dupa ce i-a spus agentilor FBI ca a impuscat-o pe Dennehy atunci cand Dennehy a incercat sa-l impuste, conform declaratiei din mandatul de arestare.
3417	4.6	Cainii, a spus el, reprezinta a doua categroie numai dupa cea a oamenilor in ceea ce priveste profunzimea intelegerii si cercetarii medicale.	El a spus ca cainii reprezinta a doua categroie numai dupa cea a oamenilor in ceea ce priveste profunzimea intelegerii si cercetarii medicale.
3418	1.4	Actiunea a crescut cu 2,11 dolari, sau aproximativ 11 la suta, pentru a inchide vineri la 21,51 dolari la bursa din New York.	Actiunile PG&E Corp. au crescut vineri 1,63 dolari sau 8% la 21,03 dolari la bursa din New York.
3419	3.6	Eric Gagne a reusit sa obtina a saptesprezecea incasare din tot atatea oportunitati in timp ce a eliminat trei in a noua si a permis doar o lovitura in teren data de Greg Norton.	Eric Gagne a reusit sa obtina a saptesprezecea incasare din tot atatea oportunitati in timp ce a eliminat trei din patru incercari pe care a trebuit sa le infrunte in a noua repriza.
3420	3.0	Guvernul lui Blair a inclus acuzatia conform careia Saddam a cautat uraniu de la Niger intr-un dosar din septembrie 2002, care pregatea cazul pentru actiuni militare.	Marea Britanie a inclus acuzatia intr-un dosar din septembrie 2002, care pregatea cazul pentru razboiul din Irak.
3421	1.6	Fara a lua in considerare preturile la energie, preturile cu amanuntul au scazut cu 0,9 la suta.	Preturile energiei au scazut cu 8,6%, cel mai mare declin din iulie 1986.
3422	4.0	Nava spatiala este programata sa decoleze chiar maine sau vineri seara de pe site-ul de lansare Jiuquan din desertul Gobi.	Nava spatiala este programata sa decoleze intre miercurea si vinerea viitoare de pe un site de lansare in desertul Gobi.
3423	2.4	Hong Kong a stagnat, Australia, Singapore si Coreea de Sud au pierdut 0,2-0,4%.	Australia a stagnat, Singapore a scazut cu 0,3 la suta pana la pranz si Coreea de Sud a adaugat 0,2 la suta.
3424	3.5	SUV-urile parcate pe strazile rezidentiale din Monrovia au fost etichetate cu „ELF” si alte lozinci, iar altul a fost incendiat in fata unei case, a spus sergentul Tom Wright.	Mai multe SUV-uri parcate pe strazile rezidentiale din Monrovia au fost etichetate cu „ELF” si alte lozinci, a spus sergentul Tom Wright.
3425	5.0	Sunt suspectate cel putin inca 11 cazuri in Indiana si trei in Illinois.	Exista, de asemenea, cel putin trei cazuri suspecte in Illinois si 11 in Indiana.
3426	5.0	Pilula, pe care o numesc „polipilula”, ar contine aspirina, un medicament care scade colesterolul, trei medicamente care scad tensiunea arteriala folosind jumatate din doza standard si acid folic.	Ingredientele unei astfel de polipilule ar contine aspirina, o statina care scade colesterolul, trei agenti care scad tensiunea arteriala cu jumatate de doza si acid folic.
3427	4.0	Ei circula cu masinile lor, in timp ce oamenii sunt ucisi la 500 de metri distanta, a spus el duminica.	„Ceea ce fac ei acum este sa conduca in masini, in timp ce oamenii sunt ucisi la 500 de metri distanta.
3428	3.0	In cadrul sedintei de sesizare de marti, Marsh a pledat nevinovat la 122 de acuzatii de frauda in serviciul de inmormantari si 47 de acuzatii de a face declaratii false.	La sedinta, el a pledat nevinovat pentru acuzatiile de frauda si declaratii false.
3429	1.333	Totusi, veniturile din primele suplimentare nu ar fi uriase.	Cum ar fi incasate primele suplimentare?
3430	3.8	Semiconductorul gigant Intel Corp a declarat ieri ca profiturile sale din al doilea trimestru s-au dublat fata de acum un an, intrucat cererea care a fost mai puternica decat era de asteptat pentru microprocesoarele de computer a compensat slabiciunea afacerii sale cu cipuri de comunicatii.	Profiturile Intel Corp. in al doilea trimestru s-au dublat, iar veniturile au crescut cu 8% fata de acum un an, intrucat gigantul producator de cipuri a raportat o cerere mai mare decat se astepta pentru microprocesoare pentru computerele personale.
3431	3.0	Schroeder si-a anulat vacanta italiana dupa ce Stefani a refuzat sa-si ceara scuze pentru insulta, care a venit dupa ce Berlusconi a comparat un politician german cu un gardian al unui lagar de concentrare nazist.	Comentariile lui Stefani au starnit in continuare tensiuni dupa ce saptamana trecuta, premierul italian Silvio Berlusconi a comparat un membru german al Parlamentului European cu un gardian al unui lagar nazist.
3432	2.667	Software-ul OpenManage de la Dell include pachete de actualizare Dell cu SMS pentru a ajuta la automatizarea gestionarii hardware-ului serverului, a aplicatiilor si a patch-urilor sistemelor de operare cu un singur instrument.	Pachetele de actualizare ajuta la „automatizarea gestionarii hardware-ului serverului, aplicatiilor si patch-urilor sistemelor de operare folosind un singur instrument”, ceea ce este neplacut de vag.
3433	4.0	Va fi maturat in orice minut sau doar va muri de frig, se gandi Moriarty.	Din varful terasamentului, Moriarty s-a gandit: „Va fi maturat in orice minut sau doar va muri de frig”.
3434	3.0	Ja'neh al LURD a cerut, de asemenea, un guvern interimar si desfasurarea unei forte occidentale de mentinere a pacii conduse de SUA.	Rebelii cer, de asemenea, desfasurarea unei forte de mentinere a pacii conduse de SUA.
3435	4.0	Purtatorul de cuvant al KEDO, Roland Tricot, a declarat: „Comitetul executiv a decis sa trimita aceasta intrebare capitalelor.	Comitetul executiv a decis sa trimita acest lucru catre capitale, a declarat Organizatia Coreeana pentru Dezvoltarea Energiei.
3436	2.75	Obligatiunile de stat la 10 ani de la Trezoreria de referinta au pierdut 17/32, generand 4,015 la suta.	Nota de referinta pe 10 ani a scazut recent cu 17/32, pentru a produce 4.067 la suta.
3437	4.0	Procurorii au discutat in mai si au cerut ca rapoartele de autopsie sa fie desigilate dupa ce parti din raportul de autopsie al lui Conner Peterson favorabil apararii au fost difuzate in mass-media.	Au cerut ca rapoartele de autopsie sa fie desigilate dupa ce parti din raportul de autopsie asupra fiului nenascut al lui Peterson, care erau favorabile apararii, au fost difuzate in mass-media.
3438	1.5	Volumul a fost moderat la 827,68 milioane de actiuni, in crestere fata de cele 798,95 milioane la acelasi moment marti.	Volumul a ajuns la 439,66 milioane de actiuni, sub valoarea de 450,39 milioane din acelasi moment miercuri.
3439	3.75	Actiunile Penn Traffic s-au inchis miercuri la 36 de centi pe actiune pe Nasdaq, in crestere cu doi centi.	Stocul Penn Traffic s-a inchis miercuri la 36 de centi, in crestere cu 2 centi sau 6,2 la suta, de la inchiderea de marti.
3440	2.75	Legislatia puternic contestata care ar schimba legea statului privind preluarea si ar ajuta o companie de dezvoltare din Michigan sa se apere de o preluare a lamurit Senatul statului joi.	Legislatia care ar schimba legea de confiscare a statului si ar ajuta Taubman Centers Inc., cu sediul in Bloomfield Hills, sa respinga o preluare de 1 miliard de dolari a castigat aprobarea comisiei marti.
3441	4.0	Cu toate acestea, alte sindicate, inclusiv puternica CGT, au ramas in opozitia reformei si au cerut guvernului sa inceapa noi negocieri cu ei.	Cu toate acestea, puternicele CGT si alte sindicate au ramas contrare planurilor si au cerut guvernului sa renegocieze reforma cu acestea.
3442	1.5	Familia detine cluburile de striptease Cheetahs aici si in Las Vegas.	Perchezitiile au fost efectuate simultan cu raidurile asupra cluburilor de striptease din San Diego si Las Vegas.
3443	1.8	Noul proiect de lege ar acoperi 95% din costurile medicamentelor de peste 5.100 de dolari in baza Medicare.	Mai mult decat atat, persoanele in varsta ar fi responsabile pentru 100% din costurile medicamentelor pana cand suma ce trebuie scoasa din buzunar ar ajunge la 3.600 dolari.
3444	4.0	Cateva mii de trupe de infanterie a 3-a, inclusiv echipa de lupta a brigazii a 3-a cu sediul la Fort Benning din Columbus, au inceput sa se intoarca saptamana trecuta.	Cateva mii de soldati, majoritatea din echipa de lupta a Brigazii a 3-a a diviziei cu sediul la Fort Benning din Columbus, au inceput sa se intoarca saptamana trecuta, zborurile continuand pana vineri.
3445	3.6	Se crede ca cainii de preerie vanduti ca animale de companie exotice au fost infectati intr-un magazin de animale de companie din Illinois de un sobolan gigant gambian importat din Africa.	Se crede ca cainii de la prerie s-au infectat intr-un magazin de animale de companie printr-un sobolan gambian importat din Africa.
3446	3.4	Apararea nu poate face apel la hotararea lui Roush decat dupa proces.	Avocatii apararii nu pot face recurs impotriva deciziei decat dupa proces, in instantele de apel.
3447	2.6	Comitetul a fost numit de secretarul apararii, Donald Rumsfeld, la ordinele Congresului.	Audierea publica este a doua pentru grupul creat de secretarul apararii Donald Rumsfeld sub presiunea Congresului.
3448	3.25	Fostul reprezentant al Indiana, Frank McCloskey, in varsta de 64 de ani, a murit duminica la Bloomington dupa o lupta cu cancerul la vezica urinara.	McCloskey a murit duminica dupa-amiaza in casa sa, dupa o lupta de un an cu cancerul la vezica urinara.
3449	3.75	Spitalele si Crucea Rosie au apelat ieri la donatorii de sange.	Asociatia Spitalului Connecticut s-a alaturat luni Crucii Rosii pentru a cere mai multi donatori de sange.
3450	4.0	Mexic doreste sa garanteze siguranta cetatenilor.	Mexic doreste sa evite mai multa violenta.
3451	4.2	Spania detine in prezent presedintia rotativa a OSCE.	Spania detine in prezent presedintia OSCE.
3452	4.2	tratatul a fost semnat pentru prima data in 1990.	tratatul CFE a fost semnat in 1990.
3453	3.2	Gorgich si Pashtoon au fost executati in inchisoare.	Gorgich si Pashtoon au fost executati pentru trafic de heroina in provincia Sistan-Baluchestan.
3454	0.6	Safe Bourada a fost condamnat la 15 ani de inchisoare.	Djamel Badaoui a fost condamnat la cinci ani.
3455	3.6	Santos a declarat ca materialul radioactiv este baza principala pentru generarea armelor brute de distrugere in masa si terorism.	uraniul este un material radioactiv, care este baza principala pentru generarea armelor murdare de distrugere in masa si terorism.
3456	3.6	fulvio berghella a declarat ca viermele digital numit SQ Hell a fost deosebit de virulent si s-a reprodus cu o rata de 8000 de ori pe ora.	Fulvio Berghella a afirmat ca viermele digital numit sq hell are o capacitate foarte mare de a se replica si viermele digital numit sq hell incetineste reteaua de calculatoare poste italiane si face unele computere inoperabile.
3457	2.0	Ingo Kober a declarat ca exista un interes mai mare pentru drepturile de proprietate intelectuala acum decat era in urma cu 20 sau 30 de ani.	Ingo Kober a declarat ca unele natiuni au drepturi de proprietate intelectuala mai puternice decat altele.
3458	4.4	Anchetatorii sustin ca compania britanica a fost o acoperire a CIA.	Anchetatorii rusi au afirmat ca compania britanica era o acoperire a CIA.
3459	1.4	Rusia si tarile membre ale NATO vor organiza intalniri in aceasta toamna cu privire la tratatul privind fortele conventionale din Europa (CFE).	parlamentul rus a votat in unanimitate suspendarea participarii Rusiei la tratatul privind fortele conventionale din Europa (CFE).
3460	4.6	Guvernul Statelor Unite si alti membri ai NATO au refuzat sa ratifice tratatul modificat pana cand oficialii din Moscova retrag trupele din fostele republici sovietice ale Moldovei si Georgiei.	Statele Unite si alti membri ai NATO au refuzat ratificarea tratatului modificat pana cand Rusia se retrage complet din Moldova si Georgia.
3461	2.0	Rusia nu va creste imediat forta militara de-a lungul frontierelor rusesti.	Rusia nu ar ezita sa creasca forta militara de-a lungul frontierelor rusesti, daca va fi nevoie.
3462	2.2	Centrul va fi operational in august 2008.	Centrul se va deschide oficial in 2009.
3463	3.8	politia braziliana inconjoara mahalalele la nord de Rio de Janeiro pentru a le scapa de traficantii violenti de droguri.	ofiterii de politie au inconjurat mahalalele de la nord de Rio de Janeiro pentru a le scapa de traficantii violenti de droguri si a confisca arme si droguri.
3464	3.6	problemele de neproliferare regionale si internationale ar trebui abordate prin dialog si negocieri.	a doua propunere a fost ca problemele de neproliferare regionale si internationale sa fie abordate prin dialog si negocieri.
3465	2.6	bombardamentele au avut loc in Afganistan pe masura ce atacurile insurgentilor anti-guvernamentali au crescut in ultimele zile.	un bombardament a avut loc in Afganistan, dar politia nu a precizat inca cine este responsabil.
3466	4.8	Site-urile guvernamentale georgiene sunt supuse unui atac cibernetic intens in urma loviturilor militare rusesti impotriva Georgiei de la sfarsitul saptamanii trecute.	atacurile cibernetice au urmat atacurilor militare rusesti lansate impotriva Georgiei la sfarsitul saptamanii trecute.
